연번,식당명,도로명주소,지번주소,식당위도,식당경도,식당대표전화번호,영업신고증업태명,영업인허가명,식당상태
136,미스터빠삭 사대부고점,전북특별자치도 전주시 덕진구 조경단로 104 (금암동),전북특별자치도 전주시 덕진구 금암동 1590-23 ,35.843629,127.1388904,063-905-1819,분식,일반음식점,운영중
137,남원동촌추어탕,"전북특별자치도 전주시 덕진구 백제대로 661 (금암동,외1필지)",전북특별자치도 전주시 덕진구 금암동 1591-12 외1필지 ,35.84374616,127.141413,063-278-5566,탕류(보신용),일반음식점,운영중
138,터미나루,전북특별자치도 전주시 덕진구 건산로 89 (인후동2가),전북특별자치도 전주시 덕진구 인후동2가 254-2 ,35.83258298,127.1470561,063-253-9891,기타,일반음식점,운영중
139,준뱅,전북특별자치도 전주시 덕진구 건산로 83 (인후동2가),전북특별자치도 전주시 덕진구 인후동2가 253-19 ,35.83254238,127.1464146,063-275-0692,식육(숯불구이),일반음식점,운영중
140,안골진미집,"전북특별자치도 전주시 덕진구 팽나무4길 11-6, 1층 (인후동1가)",전북특별자치도 전주시 덕진구 인후동1가 781-3 1층 ,35.8355683,127.1550047,063-241-9338,한식,일반음식점,운영중
141,까투리,전북특별자치도 전주시 덕진구 동부대로 710 (우아동3가),전북특별자치도 전주시 덕진구 우아동3가 745-42 ,35.85178712,127.1594717,063-242-3974,호프/통닭,일반음식점,운영중
142,하늘채회관,"전북특별자치도 전주시 덕진구 도당산로 62, 1층 (우아동3가)",전북특별자치도 전주시 덕진구 우아동3가 752-24 1층 ,35.84719696,127.1578263,063-241-3050,한식,일반음식점,운영중
143,아중도토리묵촌,전북특별자치도 전주시 덕진구 동부대로 381 (우아동1가),전북특별자치도 전주시 덕진구 우아동1가 1123-11 ,35.82633795,127.1769937,063-244-1233,한식,일반음식점,운영중
144,밀가,전북특별자치도 전주시 덕진구 숲정이5길 13 (진북동),전북특별자치도 전주시 덕진구 진북동 434-42 ,35.83219473,127.1343319,063-274-0072,한식,일반음식점,운영중
145,고궁,전북특별자치도 전주시 덕진구 송천중앙로 33 (덕진동2가),전북특별자치도 전주시 덕진구 덕진동2가 168-9 ,35.85010368,127.1194136,063-251-3211,한식,일반음식점,운영중
146,아웃닭전북대점,"전북특별자치도 전주시 덕진구 명륜3길 18-2, 1층 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 1264-24 1층 ,35.84255037,127.1280316,,호프/통닭,일반음식점,운영중
147,완삼,전북특별자치도 전주시 덕진구 명륜3길 17-2 (덕진동1가),전북특별자치도 전주시 덕진구 덕진동1가 1314-175 ,35.8430982,127.12776,063-252-8721,호프/통닭,일반음식점,운영중
148,마이마이치킨전북대,전북특별자치도 전주시 덕진구 명륜3길 17-2 (덕진동1가),전북특별자치도 전주시 덕진구 덕진동1가 1314-175 ,35.8430982,127.12776,063-271-2256,호프/통닭,일반음식점,운영중
149,스페쏘,전북특별자치도 전주시 덕진구 명륜4길 17-6 (덕진동1가),전북특별자치도 전주시 덕진구 덕진동1가 1314-163 ,35.84383611,127.1263571,063-275-2540,호프/통닭,일반음식점,운영중
150,고기데이,전북특별자치도 전주시 덕진구 명륜4길 17-4 (덕진동1가),전북특별자치도 전주시 덕진구 덕진동1가 1314-166 ,35.84375613,127.126513,063-254-4458,한식,일반음식점,운영중
151,엡솔루트지티,전북특별자치도 전주시 덕진구 명륜4길 17-4 (덕진동1가),전북특별자치도 전주시 덕진구 덕진동1가 1314-166 ,35.84375613,127.126513,,한식,일반음식점,운영중
152,밥집,전북특별자치도 전주시 덕진구 상리2길 63 (팔복동2가),전북특별자치도 전주시 덕진구 팔복동2가 391-5 ,35.85065367,127.0999452,,한식,일반음식점,운영중
153,정회관,전북특별자치도 전주시 덕진구 예암1길 14 (팔복동2가),전북특별자치도 전주시 덕진구 팔복동2가 705-4 ,35.85545875,127.0881221,063-212-7972,한식,일반음식점,운영중
154,덮다덮밥,전북특별자치도 전주시 덕진구 태진로 146 (금암동),전북특별자치도 전주시 덕진구 금암동 454-24 외 1필지 ,35.83394287,127.1355304,063-255-3676,한식,일반음식점,운영중
155,반도,"전북특별자치도 전주시 덕진구 명륜5길 14, 1층 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 1261-1 1층 ,35.84383153,127.1257262,063-275-1913,한식,일반음식점,운영중
156,테트리스 찜닭전북대점,전북특별자치도 전주시 덕진구 권삼득로 311-1 (금암동),전북특별자치도 전주시 덕진구 금암동 664-41 ,35.84350384,127.1277666,063-254-1288,호프/통닭,일반음식점,운영중
157,생마차전북대점,전북특별자치도 전주시 덕진구 권삼득로 311-1 (금암동),전북특별자치도 전주시 덕진구 금암동 664-41 ,35.84350384,127.1277666,063-255-5892,호프/통닭,일반음식점,운영중
158,전주숯불닭집전숯닭전북대점,"전북특별자치도 전주시 덕진구 명륜4길 11-10, 1층 (덕진동1가)",전북특별자치도 전주시 덕진구 덕진동1가 1261-28 1층 ,35.84332933,127.1260749,,정종/대포집/소주방,일반음식점,운영중
159,팀레스토랑,전북특별자치도 전주시 덕진구 권삼득로 305 (금암동),전북특별자치도 전주시 덕진구 금암동 664-47 ,35.84331811,127.1282557,063-272-8008,호프/통닭,일반음식점,운영중
160,들턱전북대점,전북특별자치도 전주시 덕진구 명륜3길 13 (덕진동1가),전북특별자치도 전주시 덕진구 덕진동1가 1263-11 ,35.84251948,127.1275006,063-255-0777,호프/통닭,일반음식점,운영중
161,김밥앤찬,전북특별자치도 전주시 덕진구 삼송1길 8 (금암동),전북특별자치도 전주시 덕진구 금암동 667-60 ,35.84127788,127.1327943,063-277-9260,한식,일반음식점,운영중
162,오일내전북대점,전북특별자치도 전주시 덕진구 명륜3길 20 (덕진동1가),전북특별자치도 전주시 덕진구 덕진동1가 1314-179 ,35.84275854,127.1281511,063-272-5662,호프/통닭,일반음식점,운영중
163,손가네바지락칼국수,전북특별자치도 전주시 덕진구 솔내8길 8 (송천동1가),전북특별자치도 전주시 덕진구 송천동1가 485-6 ,35.8610026,127.122172,063-276-1154,한식,일반음식점,운영중
164,까치선불집,전북특별자치도 전주시 덕진구 건산3길 16 (진북동),전북특별자치도 전주시 덕진구 진북동 345-1 ,35.83252207,127.1410246,063-285-3280,한식,일반음식점,운영중
165,맥시칸인후점,전북특별자치도 전주시 덕진구 팽나무4길 8 (인후동1가),전북특별자치도 전주시 덕진구 인후동1가 773-8 ,35.83586983,127.1543042,063-245-6799,한식,일반음식점,운영중
166,백제뷔페,전북특별자치도 전주시 덕진구 백제대로 751 (인후동2가),전북특별자치도 전주시 덕진구 인후동2가 1573-1 ,35.84667854,127.1507469,063-244-2000,뷔페식,일반음식점,운영중
167,이웃사촌,전북특별자치도 전주시 덕진구 전진로 19 (산정동),전북특별자치도 전주시 덕진구 산정동 741-17 ,35.84109546,127.1708641,063-243-2277,기타,일반음식점,운영중
168,불끈낙지보쌈전주역점,전북특별자치도 전주시 덕진구 백제대로 808 (우아동3가),전북특별자치도 전주시 덕진구 우아동3가 748-24 ,35.84768613,127.1568912,063-246-3400,한식,일반음식점,운영중
169,훼밀리가든,전북특별자치도 전주시 덕진구 진버들1길 88 (우아동3가),전북특별자치도 전주시 덕진구 우아동3가 455-3 ,35.8382474,127.165658,063-245-3030,한식,일반음식점,운영중
170,광장국밥,"전북특별자치도 전주시 덕진구 숲정이로 47, 1층 (진북동)",전북특별자치도 전주시 덕진구 진북동 434-48 1층 ,35.83241838,127.1328463,063-253-8253,기타,일반음식점,운영중
171,모해전북대점,전북특별자치도 전주시 덕진구 명륜3길 14 (덕진동1가),전북특별자치도 전주시 덕진구 덕진동1가 1264-5 ,35.84240441,127.1277897,063-276-2456,호프/통닭,일반음식점,운영중
172,자연농장,전북특별자치도 전주시 덕진구 명륜3길 9-1 (덕진동1가),전북특별자치도 전주시 덕진구 덕진동1가 1266-6 ,35.84233434,127.1268274,063-253-0255,식육(숯불구이),일반음식점,운영중
173,스페쏘전북대점,전북특별자치도 전주시 덕진구 명륜3길 14 (덕진동1가),전북특별자치도 전주시 덕진구 덕진동1가 1264-5 ,35.84240441,127.1277897,063-255-2617,호프/통닭,일반음식점,운영중
174,객리국수전북대점,전북특별자치도 전주시 덕진구 명륜3길 18-8 (덕진동1가),전북특별자치도 전주시 덕진구 덕진동1가 1264-11 ,35.8422911,127.1283223,063-253-3319,호프/통닭,일반음식점,운영중
175,전북대점홍콩반점0410,전북특별자치도 전주시 덕진구 덕진광장로 10 (덕진동1가),전북특별자치도 전주시 덕진구 덕진동1가 1277-1 2층 ,35.84419501,127.124892,063-255-5550,중국식,일반음식점,운영중
176,아리랑88호프,전북특별자치도 전주시 덕진구 명륜4길 18-1 (덕진동1가),전북특별자치도 전주시 덕진구 덕진동1가 1314-171 ,35.84336552,127.1273364,063-273-9290,호프/통닭,일반음식점,운영중
177,다사랑치킨피자전북대점,전북특별자치도 전주시 덕진구 명륜4길 18-1 (덕진동1가),전북특별자치도 전주시 덕진구 덕진동1가 1314-171 ,35.84336552,127.1273364,063-547-6082,한식,일반음식점,운영중
178,후켄전북대점,전북특별자치도 전주시 덕진구 명륜5길 16-1 (덕진동1가),전북특별자치도 전주시 덕진구 덕진동1가 1314-159 ,35.8439602,127.126068,063-254-7892,식육(숯불구이),일반음식점,운영중
179,원조뼈다구집,전북특별자치도 전주시 덕진구 건산로 78 (진북동),전북특별자치도 전주시 덕진구 진북동 256-21 ,35.8320782,127.1457776,063-245-4580,한식,일반음식점,운영중
180,맛있는찹쌀꽈배기,"전북특별자치도 전주시 덕진구 가리내로 28, 1층 일부호 (금암동)",전북특별자치도 전주시 덕진구 금암동 460-29 ,35.83435772,127.1330577,063-254-0615,분식,일반음식점,운영중
181,길손네,전북특별자치도 전주시 덕진구 권삼득로 321 (덕진동1가),전북특별자치도 전주시 덕진구 덕진동1가 664-25 ,35.84421905,127.1269618,063-271-6453,한식,일반음식점,운영중
182,육연식당,전북특별자치도 전주시 덕진구 명륜4길 11-8 (덕진동1가),전북특별자치도 전주시 덕진구 덕진동1가 1261-34 ,35.84325812,127.1261974,063-252-9351,호프/통닭,일반음식점,운영중
183,치히로전북대점,"전북특별자치도 전주시 덕진구 권삼득로 305-1, 1층 (금암동)",전북특별자치도 전주시 덕진구 금암동 664-48 ,35.84320924,127.1281573,063-274-8833,기타,일반음식점,운영중
184,솥뚜껑미나리한우앤삼겹살전주본점,전북특별자치도 전주시 덕진구 조경단로 89 (금암동),전북특별자치도 전주시 덕진구 금암동 1553-17 ,35.84205151,127.1388631,063-255-3658,한식,일반음식점,운영중
185,빵을굽다,전북특별자치도 전주시 덕진구 조경단로 55 (금암동),전북특별자치도 전주시 덕진구 금암동 1556-40 ,35.83943213,127.1380833,063-252-1773,한식,일반음식점,운영중
186,정둔면옥,"전북특별자치도 전주시 덕진구 권삼득로 247-1, 1층 (금암동)",전북특별자치도 전주시 덕진구 금암동 728-77 ,35.83930369,127.1327494,063-252-7791,한식,일반음식점,운영중
187,호식이두마리치킨전북대점,전북특별자치도 전주시 덕진구 조경단로 104 (금암동),전북특별자치도 전주시 덕진구 금암동 1590-23 ,35.843629,127.1388904,,호프/통닭,일반음식점,운영중
188,마당골,전북특별자치도 전주시 덕진구 거북바우로 77 (금암동),전북특별자치도 전주시 덕진구 금암동 1605-8 ,35.84061404,127.1445683,063-255-2564,한식,일반음식점,운영중
189,연남물갈비덕진구청점,전북특별자치도 전주시 덕진구 벚꽃3길 9 (진북동),전북특별자치도 전주시 덕진구 진북동 1029-31 ,35.82844956,127.1336752,063-277-4080,한식,일반음식점,운영중
190,꼬시네숯불바베큐치킨,전북특별자치도 전주시 덕진구 시천로 49 (송천동2가),전북특별자치도 전주시 덕진구 송천동2가 531-1 ,35.86370294,127.114303,063-251-9983,통닭(치킨),일반음식점,운영중
191,춘하추동,"전북특별자치도 전주시 덕진구 송천1길 3-1 (송천동1가, 1층)",전북특별자치도 전주시 덕진구 송천동1가 386-1 1층 ,35.85627965,127.1196887,063-272-0627,한식,일반음식점,운영중
192,후켄나라,전북특별자치도 전주시 덕진구 붓내1길 15-1 (송천동2가),전북특별자치도 전주시 덕진구 송천동2가 193-38 ,35.86469833,127.1234601,063-253-0663,통닭(치킨),일반음식점,운영중
193,불꽃마차,전북특별자치도 전주시 덕진구 아중2길 11 (우아동2가),전북특별자치도 전주시 덕진구 우아동2가 934-2 ,35.82945779,127.1745488,063-251-1871,호프/통닭,일반음식점,운영중
194,다원추어탕,,전북특별자치도 전주시 덕진구 송천동1가 485-7 ,35.86089429,127.1221511,063-254-2670,탕류(보신용),일반음식점,운영중
195,신대화,전북특별자치도 전주시 덕진구 백동로 43 (인후동2가),전북특별자치도 전주시 덕진구 인후동2가 1568-28 ,35.84823024,127.1509517,063-243-6123,한식,일반음식점,운영중
196,싸얌타이,전북특별자치도 전주시 덕진구 우아3길 9 (우아동3가),전북특별자치도 전주시 덕진구 우아동3가 747-46 ,35.8488416,127.1558605,063-244-6411,한식,일반음식점,운영중
197,오원집우아점,전북특별자치도 전주시 덕진구 우아1길 15 (우아동3가),전북특별자치도 전주시 덕진구 우아동3가 747-79 ,35.84811789,127.1554807,063-247-1123,한식,일반음식점,운영중
